+;+;+;;;;+;;+;+;+;+;+;;+;+;+;;;+;+;+;+;;+;+;+;;;+;;
;+;+;+;;+;;;+;+;+;+;+;+;+;;+;;;;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;;;+;+;+;+;+;;+;;+;+;+;+;;+;+;+;;;+;+;+;+;+;+;+;+;+;
+;+;+;+;+;+;+;+;+;;+;+;+;+;+;;+;+;;;+;;+;+;+;;+;+;+;+;+;+
+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+
+;;+;+;;;;;+;+;+;+;+;+;+;;+;+;+;+;;+;;;+;+;+;+;+;;+;
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;+;+;;+;+;;;;+;;;+;;;;;+;;+;+;;+;;+;+;+;;+;+;;+
;+;;;;;+;;;+;+;+;;;;;+;;;+;+;+;+;+;;+;;+;;+;+;+
+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;;+;;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;;+;;+;+;+;+;
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;;+;+
+;+;+;;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;+;;+;+;;+;+;+;+;+;+;+;+;+;+;;;+;;;+;+;+;;;+;+;;;+;
+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+
;;+;;+;;+;+;;;+;;;+;;+;;;+;+;+;;;+;;;+;+;;+;;
+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;;+;;+;+;+;+;+;;+;+;+;+;;;;+;+;;+;+;+;;+;+;;+;;+;
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;;;+;;+;;+;;;;;;;+;+;;;;;;;;;;;;+;+;;+;
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;;+;;;+;+;+;+;+;;;+;+;+;+;+;;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;;;;+;+;+;+;+;+;+;;+;+;;+;+;+;+;;+;+;+;+;+;+;;+;+;+;
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;;+;;;+
+;;;+;;+;;+;+;;;;+;+;+;;+;+;;;+;;+;+;;+;+;+;;+;;+
;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;;+;+;+;;+;;+;+
+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;;+;+;+;+;+;;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;+;+;+;+;+;;+;;;+;+;+;+;;+;;;+;+;+;+;+;+;+;+;+;+;+;;+;+
+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;;+;;+;+;+;+;;;+;+;+;;+;+;+;;+;+;+;+;;+;;+;;+;;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;;+;+;+;;+;+;+;;+;+;+;+;+;;+;;+;+;+;+;+;+;+;+;+;;+;+
;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+
;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;;+;+;+;;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;+;+;+;+;+;;+;;+;+;+;+;+;+;+;;;;+;+;+;+;+;+;;;+;+;+;+;+
;+;+;+;+;+;;+;;+;+;+;;+;;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+
+;+;;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;
+;;+;+;+;+;+;+;+;;+;+;+;;;+;+;;+;;;+;+;;+;+;;;+;;;+
+;+;+;;+;+;;+;+;+;+;+;;;;;+;+;;+;+;+;;;+;;;;;;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;;+;+;;+;+;;+;+;;+;+;+;;;+;;+;+;;+;+;+;+;+;+;+;+;+;+;+
+;;+;+;;+;+;+;;+;+;+;+;+;+;+;+;;;+;;+;+;+;;+;+;+;+;+;+;
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;;+;+;+;+;;+
+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;+;;;;;+;;;;+;+;+;+;;+;+;;;+;;+;+;+;;+;;+;;+;;+
+;+;+;;+;+;+;+;+;+;;+;+;+;+;+;+;;+;+;;+;+;+;+;;;;;+;+;+
;+;+;+;;+;+;+;+;+;+;;+;;+;+;+;+;+;;+;+;+;+;+;+;+;+;;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;;;+;+;;+;;+;;;+;+;+;+;;+;+;;;;;;+;;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;;+;;+;+;;+;+;;;;+;+;+;+;+;+;+;;;+;+;;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;;+;+;;+;+;+;;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+
+;+;+;+;+;;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;;+;+;;;+;+;;+;+;+;+;+;+;+;+;+;+;+;;+;+;;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;;+;+;+;;+;+;;+;+;+;;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;;+;+;+;+;;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;;+;+
+;+;;+;+;;+;+;+;+;+;+;+;+;;+;+;+;+;;+;;+;+;;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;+;+;+;+;+;+;+;;+;;+;;;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;;+;;+;+;+;;+;+;+;+;+;+;+;+;+;;+;;+;+;+;+;+;+;+;+;;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;;+;+;+;+;+;;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;;+;;+;+;
+;+;+;+;+;;+;+;+;;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;;+;;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;+;;+;+;+;;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;;+;+;+;;+;+;+;+;+;;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+
+;;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;;+;+;+
;+;;+;+;+;+;+;+;+;;;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+
+;;+;;;;;+;+;+;+;+;+;;+;+;+;;+;+;+;;+;+;+;+;;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;+;+;+;;+;+;+;+;;+;+;;;;+;;;+;+;+;+;+;+;;+;+;+;;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;+;;+;+;;+;;+;;+;+;+;+;+;+;;;+;+;+;+;;+;+;+;+;+;+;+;+;+
;+;;+;+;;;+;+;;;+;;+;+;+;+;;;+;+;;+;+;;+;;+;;;+;+
+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;;+;+;+;+;;;+;+;+;;+;;+;+;+;;+;+;+;;;+;+;+;+;+;+;+
;;+;;;+;+;+;;+;;+;;+;;+;;+;+;;;+;+;;+;+;+;;+;+;+;
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;;+;;+;+;+;+;+;;+;+;;+;+;;+;+;+;+;+;+;+;+;+;+;+
+;+;+;;;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+
+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;;+;+;+;+;;+;+;;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;+;+;+;+;+;+;+;;+;;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;;+;+;;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;;;+;+;+;;+;+;+;+;+;;+;;+
+;+;+;+;+;+;+;;+;+;+;+;;+;+;+;+;;+;;+;+;+;+;+;+;+;;;+;+;+
+;+;;;+;+;;+;+;+;;;+;+;;;+;+;+;+;+;;;;;+;;+;;;;+
+;+;;+;+;;+;+;+;;+;+;+;+;+;;+;+;+;;+;+;+;+;;;+;+;;;;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;;+;+;+;;+;+;;+;+;+;+;;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;;;+;;+;+;+;+;+;+;;+
+;+;;;+;+;+;+;+;+;+;;+;+;+;+;;+;;+;+;+;+;+;+;+;+;+;+;;+;+
+;;+;+;;+;+;+;+;+;;+;+;+;+;;+;;+;+;+;+;;+;+;;;;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+
+;+;+;;+;+;+;;+;+;+;+;+;;+;+;+;;;+;+;+;;+;+;+;+;;+;+;;+
+;+;+;+;+;+;;+;+;+;+;+;+;;+;+;+;;+;+;+;;;;;+;;+;+;+;+;+
;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;;+;+;;+;+;+;;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;;+;+;;+;+;;+;+;+;+;+;+;+;+;;+;+;+;+;+;;+;+;+;;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;+;+;+;+;+;+;;+;+;+;;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;;+
+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;;+;;+;+
;+;;+;;+;;+;+;+;+;+;;+;;+;+;+;+;+;+;+;;;;+;;+;;+;+;
+;;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;;+
;;;+;+;+;+;+;+;+;;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;;;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;;+;+;+
+;+;+;+;;+;+;+;;+;+;;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;;+;;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;;;+;+;+;+;+;;;+;+;+;;+;+;+;;;+;+;+;+;;+;+;+;+;;;+
+;+;+;+;+;+;+;+;+;;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;;+;+;+;+;+;+;+;+;;;+;+;+;+;;+;+;+;+;+;+;+;+;+;;+;;+
;;;;;;;;;;+;;;;+;;;;+;;;;;;+;+;+;;;;;
+;+;+;+;+;+;+;+;+;+;;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;;+;;;+;;;+;;+;;+;+;;+;+;+;+;;;+;+;+;+;+;+;;+;+;;+
;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;;;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+
+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;;
+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;;+;;+;+;;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;;+;;;+;;+;;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;;+;+;;+;;;+;;+;+;+;+;+;+;;+;;;+;;+;+;+;
+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;;+;+;;;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;;+;+;+;+;+
+;;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;;+;;+;+;;+;+;;+;+;+;+
+;+;+;;;;;;;+;;;+;;;+;+;+;;+;;;+;+;+;+;+;;+;;;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;+;+;+;+;;;;+;+;;+;+;+;+;+;+;;;+;;+;+;+;;;;+;+;;+;+
+;+;;;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;;;+;+;+;;+;+;+;+;+;+;+;;+;;+;+;+;+;+;;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;+;+;+;+;;+;+;+;+;+;+;;+;+;+;+;+;+;+;;+;+;+;;;+;;+;+;+;
+;+;+;+;+;+;+;;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;;+;+;+;+;+;+;+;+;;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
